,BRIN,Schoolweging,KwaliteiOnderwijs,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4
69,04QH,24.06,5,0.008402684868883249,0.010830887640207128,0.1950415549596383,0.0,0.0
70,04RV,27.69,0,0.052884603884295646,0.05027522168879149,0.009684431669478064,0.018331015553216035,0.03665067290420381
71,04ST,28.67,5,0.035749834668914716,0.06144822767073378,0.010512553882600209,0.023728669625840797,0.05294753087052587
72,04UH,28.37,5,0.0,0.04088554127654365,0.18185017496794967,0.005124994498106906,0.006759841515174092
73,04UL,30.54,0,0.0,0.005255476084820128,0.22601281393737388,0.0,5.81684153109522e-05
74,04VH,30.19,4,0.12752179878317746,0.0,0.010095126952611885,0.014276141598014125,0.021522914925927172
75,04VI,28.87,0,0.02267375212606247,0.059956448190086886,0.04060654288182573,0.026552799309654204,0.03206053245332165
76,04YU,33.49,5,0.0,0.0,0.0,0.0,0.3332629175870066
77,04ZO,30.23,0,0.0109445917876445,0.013356872083081712,0.19233231244926968,0.003002006792168272,0.009765735832181635
78,05AT,32.89,5,0.019886823889822852,0.013625943307776566,0.17167955866171475,0.00620127520462341,0.0019185233255247483
79,05BJ,28.83,1,0.010592306999842331,0.1473503079851215,0.015330853704145709,0.009364609410600848,0.006508871551100386
80,05DA,30.71,1,0.0008215971441323116,0.17912975379081605,0.004343575271343467,0.0,0.0
81,05DB,32.4,0,0.051010217963322675,0.05688032027716822,0.006385218026011337,0.005325598909541026,0.012336060314473997
82,05DQ,31.25,0,0.049982762486099654,0.042597385247522976,0.02176676295269381,0.03487823390642632,0.03327734630876963
83,05DV,37.95,5,0.0,0.007419143321317876,0.0,0.0,0.3140097603389364
84,05FM,27.99,0,0.0,0.0008319192645977624,0.23781481993116121,0.002313402039178393,0.004748387933263218
85,05GH,27.56,1,0.0,0.16271408867218562,0.0,0.007837495047987631,0.0028170553671793314
86,05GK,28.18,1,0.0030489808662155045,0.16437467379766074,0.014034146763276202,0.017479151402220595,0.01195317334424881
87,05GP,28.19,0,0.04556845092770562,0.08274171693409199,0.008860319761352419,0.023531065060475895,0.01949332900627096
88,05JG,28.36,1,0.0,0.18439770576066725,0.002694110306079981,0.011493763281657226,0.0
89,05JW,26.6,5,0.05940525997105125,0.06212674396649867,0.026988449815055823,0.01276071976435252,0.014233749416645942
90,05KX,34.1,4,0.07680185991534023,0.03910129248262936,0.02338789981357441,0.0056383807908342454,0.007818240275355149
91,05LL,30.77,0,0.023385108437819546,0.08664098901515689,0.014788419603863168,0.020863910964879075,0.044452727416208114
92,05MT,31.94,0,0.05046573081792635,0.0488164222363549,0.013740296925107772,0.031248725954556043,0.030952447676267075
93,05NU,29.58,5,0.11476413847535036,0.004263794586591442,0.004238327979442588,0.0054195078277876315,0.0056019212475533365
94,05NW,29.57,5,0.06460709409593406,0.046743688608719115,0.008629953620912295,0.030527498443586924,0.022650837681482953
95,05OF,28.97,1,0.0,0.16974642917859947,0.0,0.0,0.0
96,05OM,27.44,5,0.05089937153994379,0.00025770397660654495,0.16356391312359247,0.0031142186017535014,0.0
97,05OM,30.43,5,0.05089937153994379,0.00025770397660654495,0.16356391312359247,0.0031142186017535014,0.0
98,05OZ,26.66,0,0.05922499855447083,0.044467546929873834,0.0284495725323027,0.012892883654767219,0.015427156603712812
99,05PA,28.82,0,0.019040561126226017,0.0738370628697476,0.05161441478470804,0.0012870857358783197,0.016566424825948448
100,05PS,29.3,0,0.05118298215238583,0.059861739514829725,0.0068558314280181875,0.013613370539599013,0.03327721083099919
101,05PX,30.19,5,0.0,0.017302461959890807,0.20327798449565243,0.0,0.014595513317848764
102,05QH,30.04,0,0.0,0.014976625199645884,0.21887959045062874,0.005209543696736112,0.007182815426469232
103,05QU,32.36,5,0.0,0.009910670053733653,0.01999175930175864,0.01640716442494788,0.25495775372492063
104,05RN,28.27,0,0.040554598690321894,0.06522665526384049,0.04233380585266762,0.00615278968398332,0.030225444801816267
105,05RS,31.57,3,0.14601315932319708,0.008989122434026326,0.0,0.0,0.0
106,05RY,26.61,0,0.0,0.011652749523702884,0.22628945095087147,0.0,0.0038366530521559946
107,05SF,29.04,0,0.03565433980931682,0.00015338290753820821,0.18668143619646188,0.007903370501206234,0.0
108,05SR,31.2,5,0.0,0.17205843375548036,0.0,0.0,0.0
109,05TF,29.94,0,0.0,0.017758527363976827,0.21208823189156562,0.005124628618020463,0.002616594541571263
110,05TN,31.65,5,0.0,0.009901175030007925,0.2217820573113694,0.0,0.006732371446273101
111,05VK,30.02,3,0.07602024408426218,0.0,0.15332529157465408,0.0,0.0
112,05WB,24.64,4,0.10090862233853322,0.03968487206592034,0.0,0.01751919920672464,0.0
113,05XE,31.51,4,0.08427247585268756,0.04648337217835739,0.014978420923148402,0.007356501107029625,0.005536828256520422
114,05XX,31.05,5,0.0,0.0,0.0,0.0,0.31421713648214056
115,05YD,30.33,5,0.0,0.013391826031276114,0.0007402619235076518,0.011374774660990536,0.2896786996618996
116,05ZW,30.94,3,0.04094583646530651,0.0027273576820935064,0.00020523632538199533,0.01814108337366348,0.04038003389034026
117,06AF,26.25,0,0.04603821584614751,0.05267993883553926,0.018648365299984843,0.03347182253993519,0.030448124858029633
118,06AN,29.98,0,0.04595062687118697,0.05473597571208683,0.01440942562612544,0.01849328365895231,0.025801194015380464
119,06BX,31.37,0,0.03517054138854046,0.08386585233718856,0.0024320760981661493,0.028846754200765153,0.020625060490121666
120,06CK,34.6,1,0.0,0.17819825508231668,0.0,0.0,0.0
121,06CS,34.16,0,0.0,0.05079257545455461,0.17071985808312734,0.020663163262871143,0.003697042353440781
122,06CX,28.3,0,0.0,0.009141952007728087,0.22737118310242432,0.0,0.010394037993534505
123,06DN,28.53,5,0.0,0.011375175916736919,0.21949136872704686,0.005245842418945223,0.0
124,06DX,24.79,5,0.07169205254745757,0.0,0.12653238217732163,0.0134511485189411,0.011713464582889216
125,06FO,31.86,0,0.1091601022233185,0.013727166471851356,0.0,0.009295683080815699,0.0012842811618370613
126,06GH,30.86,1,0.014170203645260806,0.11979395104880383,0.0029614360017953265,0.022601743489589644,0.05111681026039838
127,06IS,28.16,1,0.010310810230053473,0.1215288136418565,0.003951280690022095,0.01516853509968433,0.055840103715795834
128,06IW,31.83,0,0.09342396210596092,0.013992563140481978,0.033624439889090675,0.01357875088417563,0.0021634158041317635
129,06IY,29.75,5,0.034441672759283656,0.0770173396030463,0.008763056977643456,0.015017881184602119,0.031148404286603957
130,06LV,29.7,0,0.047207194949274056,0.05865389964725162,0.030310340450910564,0.009264703336902378,0.016986074336617942
131,06LY,28.39,1,0.0,0.17275829505816814,0.0016208534360626554,0.0,0.007761959180706777
132,06MI,34.07,0,0.03102874839202989,0.06694470604842512,0.019968785362779684,0.03584174224221878,0.03382608818182194
133,06MJ,36.07,0,0.03572637442343879,0.07699755220224541,0.01411757973493453,0.03004804112577004,0.03381413692953166
134,06MY,27.65,3,0.1512373379494717,0.0036480576100666106,0.0,0.0,0.0
135,06NO,24.1,1,0.0,0.18129544647091808,0.0,0.0,0.0
136,06OF,25.06,5,0.0,0.14427285038487184,0.0,0.0,0.026311070391607697
137,06QF,26.02,5,0.06235610946126918,0.0,0.14371121271539888,0.0014717085317414735,0.0
138,06QH,32.76,0,0.03179816512461754,0.0777036900978431,0.031143472020380987,0.01605467290590179,0.02857511044244196
139,06QY,24.6,4,0.08657372709590981,0.025849898094556154,0.04380135028117398,0.008932376149788228,0.00515635226898215
140,06RL,30.98,0,0.06884044899852869,0.051651357640133504,0.02079514404912725,0.0105376011873941,0.016370519476750407
141,06RU,27.25,5,0.02448875767925614,0.0,0.21268948931527967,0.0,0.0
142,06RY,26.71,5,0.08480965123226032,0.04299386878073651,0.004763817390943942,0.022054260704986763,0.020334920697318806
143,06SE,29.52,0,0.01632360521661857,0.09590437741253419,0.023922132241552183,0.0163833909901568,0.03861039524606999
144,06SQ,32.78,5,0.028801594337996134,0.06131847316076741,0.017726235562732805,0.030569749233032534,0.03167961897612888
145,06UD,20.96,0,0.04557293682894996,0.07723928037983749,0.020297010859536748,0.00856005148508885,0.017814180393568572
146,06UQ,26.45,0,0.02097845044875707,0.10383631695525541,0.012469209496260888,0.009912954011886495,0.009387463316211988
147,06UW,23.07,5,0.02144281065205847,0.026230886578866196,0.1604224007198115,0.0005516077715957791,0.0
148,06WH,29.81,0,0.038683984432708485,0.07713818953615732,0.029715077192313283,0.010444212345112523,0.03352917436960865
149,06WV,31.1,1,0.0,0.18330589311001397,0.0,0.0,0.0208401353993463
150,06XF,27.09,0,0.0,0.0,0.23543180819893372,0.0,0.0
151,06XO,33.89,5,0.03884732610643135,0.06725301045303642,0.03328075011143333,0.032444834234947206,0.02697254124328528
152,06XP,28.25,4,0.08989933440682023,0.032327621148765334,0.029063622084619465,0.007548315714312144,0.02817126564741169
153,06XU,30.39,0,0.0,0.012104008714013391,0.208112417397521,0.006723692278241527,0.01293696334455762
154,06YN,25.37,5,0.0072894228883191225,0.015171726691596665,0.1843661480800333,0.0010116008603221873,0.009004044106649282
155,06YO,25.43,1,0.0,0.16011114201597967,0.0,0.017456908755765704,0.0
156,06YY,29.52,0,0.0036075504534713015,0.0,0.23313243987708174,0.0015829723941892485,0.0
157,06ZK,27.49,5,0.004202059834690617,0.003733842950826959,0.22724333470025412,0.000969453287547,0.0
158,06ZZ,25.9,5,0.05194239259488604,0.0,0.1334593931895903,0.008336496719446916,0.012699660444369747
159,07BC,24.01,0,0.058955483664857325,0.054874654959470984,0.024166275994717084,0.017887669511757017,0.02335137546072006
160,07BH,28.03,5,0.04654611705203982,0.05521879878107829,0.010097634780854414,0.01987553938388451,0.03498612839163681
161,07BH,31.64,5,0.04654611705203982,0.05521879878107829,0.010097634780854414,0.01987553938388451,0.03498612839163681
162,07BO,31.24,3,0.09527600810704284,0.053806249709063905,0.0,0.0014944774124849042,0.0
163,07BX,31.54,4,0.09584127182851275,0.02260863861515925,0.04877939920561971,0.0,0.0
164,07CY,28.24,5,0.0,0.0,0.16678085627268144,0.0,0.0
165,07EG,29.56,5,0.0351355647005902,0.07991161695004026,0.02044483017068083,0.009442063401620586,0.030540036226417263
166,07GC,25.87,1,0.04806290862174454,0.00864642246010177,0.15088732966206755,0.011227624038806235,0.0
167,07IH,36.86,0,0.0,0.1724920172997701,0.0,0.0,0.0
168,07IZ,30.59,0,0.06446895360647306,0.05331093375960662,0.015033761370815885,0.010039356320482183,0.02393972577409351
169,07JH,28.14,5,0.005621675342054582,0.007692898334581861,0.20312807807167718,0.008805643794973589,0.0025416054302772628
170,07LZ,31.93,1,0.0,0.1650417267534159,0.011659502927553802,0.010429125789275002,0.0
171,07MC,30.12,0,0.0017006389947589603,0.16761955880399493,0.004158285062510681,0.0,0.0
172,07MQ,29.13,1,0.0010049509121079195,0.18423278420374872,0.011784828817496977,0.0,0.0
173,07MY,31.74,1,0.008002251076724753,0.16018915676480455,0.007709172467837218,0.010310359978111845,0.0
174,07NR,29.07,0,0.03741871863989804,0.013475241022107808,0.16746688043971933,0.011178620165246617,0.0
175,07NT,28.17,0,0.14666812777663724,0.0,0.0008316073340480807,0.003091165736687217,0.0
176,07NW,31.05,0,0.09745121910890713,0.0025559899349940195,0.0378492477811647,0.0023613907488426607,0.0
177,07NY,33.32,0,0.03838476994344608,0.07239676345333333,0.05078624200191485,0.008589864717454534,0.018789363802740496
178,07PM,31.0,0,0.015424738399934159,0.013507579445471625,0.16632708519611109,0.005856366415493107,0.0008951244050549525
179,07QO,38.62,0,0.03254895421653263,0.08036507389976177,0.03125969267908943,0.0005177397472714692,0.034598372605709936
180,07RC,20.91,5,0.059932973185175,0.0,0.16039529089125218,0.0,0.0
181,07RH,30.25,5,0.024842877915781793,0.005331549594790837,0.1897925970096661,0.003933956995487322,0.0
182,07RQ,34.39,5,0.0,0.02108598126081413,0.0,0.0,0.3133535683524876
183,07RV,29.47,0,0.08873039243011024,0.02891506244762767,0.0097889213592738,0.008521904206447703,0.019893412209443777
184,07SI,31.91,0,0.009135353203352925,0.001876727209573876,0.18854895454549359,0.008056522233641419,0.006261562128943964
185,07SO,35.9,5,0.0,0.05366462978511458,0.008095754042295468,0.011210977753640048,0.19480023802104277
186,07TM,37.15,0,0.011992374252425919,0.012129623798256224,0.21429096500121006,0.00462588224541589,0.0
187,07UC,39.13,4,0.09741086312815726,0.02609492693621058,0.024037416216815523,0.005078191665137929,0.01991393133967497
188,07UO,36.93,0,0.052739302064863595,0.03484519217838483,0.06126013812632856,0.013460117059222992,0.002857495047484284
189,07VS,24.48,5,0.0,0.008456991206718015,0.22127411634371144,0.0,0.008214327160963986
190,07WP,33.18,0,0.015151777773055689,0.1049678113439408,0.02947308849436878,0.00477874439783896,0.015189637008924388
191,07XG,25.58,5,0.004957548811414833,0.02867786897722994,0.18867494438765636,0.006492202950960764,0.013028504645331744
192,07XH,28.42,3,0.14376152998940644,0.004682174159031156,0.004425590260442825,0.005687251047021173,0.0016917022632290473
193,07XL,28.7,4,0.04500825310676739,0.0,0.1702165300174558,0.005293814640114289,0.0
194,07XY,30.66,0,0.06693455576584492,0.03132802856711522,0.0340661610790495,0.012274547149026325,0.020416799422304174
195,07YE,31.83,0,0.047327389747963924,0.0456423281380488,0.012671854044726191,0.030561536951257996,0.025094721634190353
196,07YK,30.91,0,0.04458256580727385,0.04597086971200709,0.007729261651083246,0.02589234961057429,0.04470308686539994
197,07ZC,29.55,1,0.0074466033107129705,0.13053633707905754,0.0,0.03941955422678422,0.02403211520629765
198,07ZE,29.98,4,0.0567889665943539,0.05958856452406415,0.01765142120539339,0.012872974144086917,0.019981953078695623
199,07ZN,27.61,0,0.01543178977569712,0.09387672021419777,0.03426436643823648,0.007094083639309844,0.039734456266160456
200,08AY,32.92,0,0.05709730674754696,0.050255015265581966,0.014794655206070392,0.01305876013111493,0.017872562025295895
201,08CC,30.82,5,0.012214834496801441,0.012460552217932293,0.006605620227853992,0.020367512852819795,0.01622398851376342
202,08CP,33.5,5,0.0,0.026777037951442068,0.19065015582087308,0.0,0.00958247757567918
203,08DI,32.63,5,0.013939175272010594,0.014117949913824333,0.16975456748819237,0.0,0.043130709993071684
204,08DM,27.19,0,0.007891284601324548,0.10873740870471511,0.0,0.008128268244907132,0.0398906635647524
205,08EN,33.67,0,0.002562251359747672,0.011587974790963618,0.20742329748130003,0.0012662429789702498,0.007446030162288812
206,08EO,20.63,0,0.025766584991144086,0.045698272792283216,0.04087904072288761,0.0038310908506373354,0.056951890529033676
207,08EW,30.18,5,0.01826900059372364,0.0957548178038208,0.009388688745944,0.0172469786546855,0.031535981389716305
208,08FA,29.43,5,0.05809880994870985,0.0,0.14829584497104953,0.0,0.0
209,08FH,26.79,5,0.04950876653057641,0.008864571033540193,0.13188800965777508,0.018436605959652904,0.0024692109407925835
210,08GN,38.18,5,0.10186249342839207,0.0,0.10820559905257933,0.0,0.0
211,08HM,33.0,4,0.07422979918834836,0.04807236005105223,0.0,0.012694525885924722,0.022195999549999935
212,08IC,31.18,5,0.028503380188387027,0.05673529026476448,0.02896143941934027,0.0291789276602479,0.02582647102836143
213,08JE,25.19,0,0.03671242027556708,0.09373073925992252,0.014909225133306598,0.016235387488929148,0.020620132141243468
214,08JZ,24.88,1,0.0,0.16875079178583832,0.0,0.011208743428581002,0.007662758140801325
215,08KN,29.9,0,0.003998406285937428,0.008908138142812426,0.2172491947656167,0.0,0.004227844356196762
216,08LM,29.01,0,0.0,0.008880185577994923,0.2233533786436208,0.0,0.005445271574187931
217,08MJ,35.02,4,0.09470081878206742,0.01905075734363397,0.021562311963850934,0.009490070427781988,0.010333095587434633
218,08MW,35.26,5,8.289219329102275e-05,0.14303131250020606,0.009764058033177477,0.0,0.02708307374247142
219,08ND,30.19,5,0.02929272554648084,0.059072113407645746,0.01575612052422614,0.016852126170600227,0.028823525700904934
220,08NX,26.18,0,0.0,0.007226078151548172,0.21894673270934414,0.0,0.0
221,08ON,32.79,0,0.044329855968366035,0.06214563185279976,0.022380467494224766,0.0272420780959793,0.030634051742176642
222,08PM,31.4,0,0.03922136268519134,0.0573483466787881,0.012003841527020637,0.030830092368346874,0.03672835385085104
223,08QN,27.13,5,0.07640306248783026,0.0037243404719218,0.14391872159270228,0.0,0.0
224,08RD,31.52,0,0.05339377508470176,0.052581753653613,0.015326270723687835,0.0062697296306654235,0.02103799735014274
225,08SP,31.59,0,0.0,0.031821415376984415,0.21310020820560704,0.0,0.0027052949353535416
226,08SY,36.87,5,0.023018496681386155,0.08643736067560641,0.017108323980866896,0.010280154290654913,0.04338775817062135
227,08SY,34.64,5,0.023018496681386155,0.08643736067560641,0.017108323980866896,0.010280154290654913,0.04338775817062135
228,08TE,27.76,5,0.09992833938031463,0.030223479731161018,0.0256693426592732,0.009772253170788128,0.002050265132266383
229,08TJ,29.5,0,0.02580025967222092,0.07465241264947019,0.011395507397888364,0.01148029632721525,0.036581468357598526
230,08TM,22.0,0,0.010884866574523247,0.012327437093859276,0.2121955755073919,0.0,0.0
231,08UN,31.79,5,0.02002613801955469,0.0,0.21494872232977846,0.0,0.0
232,08UP,34.24,0,0.01689383300348803,0.10237145181511721,0.03120107303119739,0.006126317266548838,0.02334589431906547
233,08UW,30.9,0,0.07839946261623185,0.046656900773289905,0.023966078734385176,0.004287468974912,0.019140714326091945
234,08UY,33.41,1,0.0,0.18957812479308062,0.0,0.0,0.0
235,08VH,26.71,5,0.019441165808421097,0.10030871676285794,0.017768938035332117,0.01600492466904724,0.02320033501908287
236,08VH,28.48,5,0.019441165808421097,0.10030871676285794,0.017768938035332117,0.01600492466904724,0.02320033501908287
237,08XL,34.95,0,0.055044584694537275,0.07201762224785262,0.017626766274712453,0.004737138454317863,0.030539623534045948
238,08XR,35.95,0,0.04516799921905488,0.03698452718562042,0.03041152272129734,0.015655044977121495,0.02566481302912329
239,08YN,28.3,0,0.0,0.19402662944913854,0.0,0.0,0.0
240,08ZE,35.97,0,0.08729168413154166,0.0035919996798179786,0.04733764629402717,0.012592777545851213,0.0
241,09AF,29.18,5,0.0,0.033857083413868665,0.004394627019588199,0.01091195504715948,0.2374597703968708
242,09AG,34.5,5,0.0,0.0,0.23973759002255113,0.0,0.0
243,09BP,30.57,5,0.03681190021216226,0.03655294553580501,0.007098263813943346,0.020642073418192578,0.09269362589952856
244,09BV,30.88,5,0.021913570879857108,0.06999175136188972,0.005829945178421706,0.030447074392829083,0.035980377523341225
245,09BY,33.51,0,0.13269359981411094,0.0122517107971617,0.0,0.0012841075516091388,0.03073850294805572
246,09DD,23.06,5,0.03492263491027507,0.06736814058891916,0.025706103462045434,0.007315019513056478,0.010935816706232967
247,09DI,28.21,1,0.0009945579872797736,0.13876344223471854,0.0035225324320394946,0.009888695430794552,0.0
248,09DP,25.17,4,0.0693994510466562,0.038199428561329275,0.007761905587688922,0.003617266107391312,0.061641806902636605
249,09EI,31.41,0,0.023768309576847987,0.06720008977569827,0.02228097805153547,0.017069080672292684,0.04540027142499428
250,09ES,35.63,5,0.0,0.0,0.0,0.0023804130241295847,0.29187277616802326
251,09FO,33.73,5,0.0,0.018339718492572304,0.0012098668994315177,0.003085643126346563,0.23185343870749067
252,09FW,30.08,5,0.0021211060149303636,0.0,0.006737594132303654,0.0,0.25375521534807494
253,09HB,23.84,0,0.02830424949477585,0.06852019213476762,0.03132299385474728,0.016349657589432045,0.020637561722003005
254,09HI,35.75,0,0.0,0.017254402357639483,0.19353919792127014,0.023233654596345396,0.014309531988560763
255,09JP,37.77,0,0.030223709683805833,0.07824195634305821,0.025309975220910327,0.017936276070196516,0.031791782642411136
256,09KD,25.52,0,0.027350142806269143,0.14037352466020553,0.015648967428475928,0.0,0.0
257,09KS,26.65,5,0.12449030577964151,0.0,0.07726382353225,0.0,0.0
258,09LF,29.62,5,0.0374747985814214,0.0,0.18534545894068324,0.0,0.0008125605508151944
259,09PH,24.91,0,0.10423382291007585,0.014756141795413315,0.015260409986694168,0.014618589913919377,0.003774341756329194
260,09QY,29.06,4,0.06776661281227965,0.05210238060063359,0.04380230833949073,0.020014377001041316,0.020542502588690854
261,09RA,34.64,0,0.023351592766338046,0.0025306391651650274,0.1803100819355195,0.005593552945506273,0.0048493242095984206
262,09RR,30.14,0,0.028615053574856265,0.06503544914101975,0.05529451665127757,0.0054138699552200836,0.02629434036754143
263,09RU,35.38,0,0.028634054265068484,0.08827438391777452,0.021725107295000223,0.007236600190353674,0.0346446342170724
264,09SG,36.26,5,0.0,0.0,0.0,0.0,0.3076063422815779
265,09SW,35.49,1,0.0,0.175867639014622,0.0,0.0,0.0
